Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description
playstation-5-slim-console-call-of-duty-black-op-7-playstation-5,PlayStation 5 Slim Console + Call of Duty Black Op 7 PlayStation 5,PlayStation 5 Slim Console + Call of Duty Black Op 7 PlayStation 5 - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,17521964778,4500,shopify,10,deny,manual,499.99,619.98,TRUE,TRUE,https://i5.walmartimages.com/asr/a689b1c3-78fa-409c-941e-e2259137ea0d.429bb3674fcfeb51700c8056e9d05970.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + Call of Duty Black Op 7 PlayStation 5,FALSE,PlayStation 5 Slim Console + Call of Duty Black Op 7 PlayStation 5,PlayStation 5 Slim Console + Call of Duty Black Op 7 PlayStation 5 - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output
sony-playstation5-digital-edition-slim-console-next-gen-4k-ultra-hd-gaming-1tb-ssd-storagedisc-free-gaming-ps5-slim,"Sony PlayStation_5 Digital Edition Slim Console – Next-Gen 4K Ultra HD Gaming, 1TB SSD Storage,Disc-Free Gaming, PS_5 Slim","The Sony PlayStation_5 Digital Edition Slim Console redefines next-gen gaming with its cutting-edge technology and sleek, compact design. Built for the future, this disc-free console delivers stunning 4K Ultra HD graphics and smooth, immersive gameplay, powered by a lightning-fast 1TB SSD for quick loading and ample storage. Designed for a fully digital experience, the PS_5 Slim is perfect for gamers who prefer downloading and streaming their favorite titles. Its lightweight and slim profile make it a stylish addition to any setup, while advanced features like ray tracing, haptic feedback, and 3D audio bring your games to life like never before. Whether you're a competitive gamer, a casual player, or a content creator, the PlayStation_5 Digital Edition Slim Console offers unparalleled performance and future-ready innovation. Elevate your gaming experience with the ultimate in speed, power, and design.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15589064945,4500,shopify,10,deny,manual,499.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/c39aae14-ea28-4e93-9392-0176b26b533b.ed75e6e5448a17ac61a20577ca29d4c7.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation_5 Digital Edition Slim Console – Next-Gen 4K Ultra HD Gaming, 1TB SSD Storage,Disc-Free Gaming, PS_5 Slim",FALSE,"Sony PlayStation_5 Digital Edition Slim Console – Next-Gen 4K Ultra HD Gaming, 1TB SSD Storage,Disc-Free Gaming, PS_5 Slim","The Sony PlayStation_5 Digital Edition Slim Console redefines next-gen gaming with its cutting-edge technology and sleek, compact design. Built for the future, this disc-free console delivers stunning 4K Ultra HD graphics and smooth, immersive gameplay, powered by a lightning-fast 1TB SSD for quick loading and ample st"
new-ttrade-playstation5-slim-digital-edition-console-1tb-ssd-storage-4k-gaming-ray-tracing-ultra-fast-loading-dualsense-wireless-controller-white,"New TTrade PlayStation_5 Slim Digital Edition Console – 1TB SSD Storage, 4K Gaming, Ray Tracing – Ultra-Fast Loading – DualSense Wireless Controller – White","Step into the next generation with the PS_5 Slim Digital Edition—a console built for speed, power, and pure gaming immersion. Whether you're battling in Call of Duty, exploring Marvel’s Spider-Man 2, or experiencing Final Fantasy XVI, this console delivers buttery-smooth 4K/120Hz gameplay with zero compromises.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15747274709,4500,shopify,10,deny,manual,539.99,699.99,TRUE,TRUE,https://i5.walmartimages.com/asr/5444c134-0b26-4d52-a3ea-ba018889773f.88278b7accec58363dbd60a998c69404.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"New TTrade PlayStation_5 Slim Digital Edition Console – 1TB SSD Storage, 4K Gaming, Ray Tracing – Ultra-Fast Loading – DualSense Wireless Controller – White",FALSE,"New TTrade PlayStation_5 Slim Digital Edition Console – 1TB SSD Storage, 4K Gaming, Ray Tracing – Ultra-Fast Loading – DualSense Wireless Controller – White","Step into the next generation with the PS_5 Slim Digital Edition—a console built for speed, power, and pure gaming immersion. Whether you're battling in Call of Duty, exploring Marvel’s Spider-Man 2, or experiencing Final Fantasy XVI, this console delivers buttery-smooth 4K/120Hz gameplay with zero compromises."
2025-new-ttrade-sony-playstation5-slim-digital-edition-console---1tb-ssd-disc-free-4k-gaming-120hz-hdr-next-gen-ps5-console,"2025 New TTrade Sony PlayStation_5 Slim Digital Edition Console - 1TB SSD, Disc-Free 4K Gaming, 120Hz, HDR | Next-Gen PS_5 Console","Welcome to the future of entertainment with the 2025 Sony PlayStation_5 Slim Digital Edition. The disc-free design ensures a sleek, modern console that fits seamlessly into your setup, while the 1TB SSD provides ample space for your entire game library. Enjoy incredible 4K resolution, smooth 120Hz refresh rates, and vibrant HDR visuals that make every game look better than ever. This next-gen console is engineered to deliver fast load times, crisp graphics, and seamless performance for an unparalleled gaming experience. Perfect for gamers who want a future-proof system that combines stunning visuals, speed, and an all-digital experience. Get ready to experience gaming like never before with the PlayStation_5 Slim.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15987152121,4500,shopify,10,deny,manual,499.99,529.99,TRUE,TRUE,https://i5.walmartimages.com/asr/5444c134-0b26-4d52-a3ea-ba018889773f.88278b7accec58363dbd60a998c69404.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"2025 New TTrade Sony PlayStation_5 Slim Digital Edition Console - 1TB SSD, Disc-Free 4K Gaming, 120Hz, HDR | Next-Gen PS_5 Console",FALSE,"2025 New TTrade Sony PlayStation_5 Slim Digital Edition Console - 1TB SSD, Disc-Free 4K Gaming, 120Hz, HDR | Next-Gen PS_5 Console","Welcome to the future of entertainment with the 2025 Sony PlayStation_5 Slim Digital Edition. The disc-free design ensures a sleek, modern console that fits seamlessly into your setup, while the 1TB SSD provides ample space for your entire game library. Enjoy incredible 4K resolution, smooth 120Hz refresh rates, and vi"
playstation-5-digital-slim-console-playstation-5-dualsense-wireless-controller-gray-camouflage,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,17502070895,4500,shopify,10,deny,manual,449.99,524.98,TRUE,TRUE,https://i5.walmartimages.com/asr/ed05760b-3d3a-4ded-a08a-81ddb7fdbd94.a3c6078e19cfe3a0791d0201f3854d38.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage,FALSE,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
playstation-5-slim-disc-version-ps5-gaming-console-amd-ryzen-zen-8-cores-cpu-1tb-pcie-gen-4-nvne-ssd-with-wireless-controller-customized-full-body-skins--cosmic-galaxy---ps5-disc-slim,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with Wireless Controller, Customized Full Body Skins -Cosmic Galaxy - PS5 Disc Slim","2023 All New Slim Design PlayStation with 1TB SSD and Disc Drive Unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible PlayStation games. Includes: PlayStation 5 Slim Disc Console with 1TB PCIe Gen 4 NVNe SSD Storage x 1 DS Wireless Gaming Controller x 1 Mytrix Customized Full Budy Skin Stickers Set x 1 HDMI cable x 1 AC power cord x 1 USB cable x 1 User Manual x 1 * JP Version Hardware Region Free Console. * PS operating system is stored on the internal storage drive, a portion of the storage capacity is reserved for the OS and system files.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5297072607,4500,shopify,10,deny,manual,614.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/ba2142b7-3aad-4ac5-b21b-6ca85e11be07.785683835c3fda1aef2f6d766f08388b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with Wireless Controller, Customized Full Body Skins -Cosmic Galaxy - PS5 Disc Slim",FALSE,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with Wireless Controller, Customized Full Body Skins -Cosmic Galaxy - PS5 Disc Slim","2023 All New Slim Design PlayStation with 1TB SSD and Disc Drive Unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible Play"
playstation-5-slim-console-extra-playstation-5-dualsense-wireless-controller,PlayStation 5 Slim Console + Extra PlayStation 5 DualSense Wireless Controller,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5350977288,4500,shopify,10,deny,manual,609.99,624.98,TRUE,TRUE,https://i5.walmartimages.com/asr/dbd6e7d7-dbeb-4572-9d5f-ce40cdfb2fe4.511d821ca6cb43783ddc496cc44a5c0e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + Extra PlayStation 5 DualSense Wireless Controller,FALSE,PlayStation 5 Slim Console + Extra PlayStation 5 DualSense Wireless Controller,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
sony-playstation-5-slim-disc-ps5-video-game-console-with-extra-starlight-blue-controller,Sony PlayStation 5 Slim Disc PS5 Video Game Console with Extra Starlight Blue Controller,"Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. Ray Tracing Immerse yourself in worlds with a new level of realism as rays of light are individually simulated, creating true-to-life shadows and reflections in supported PS5 games. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. HDR Technology With an HDR TV, supported PS5 games display an unbelievably vibrant and lifelike range of colors. Tempest 3D AudioTech Immerse yourself in soundscapes where it feels as if the sound comes from every direction. Your surroundings truly come alive with Tempest 3D AudioTech in supported games. Haptic Feedback Experience haptic feedback via the DualSense wireless controller in select PS5 titles and feel the effects and impact of your in-game actions through dynamic sensory feedback. Adaptive Triggers Get to grips with immersive adaptive triggers, featuring dynamic resistance levels which simulate the physical impact of in-game activities in select PS5 games. Backwards Compatibility & Game Boost The PS5 console can play over 4,000 PS4 games. With the Game Boost feature, you can even enjoy faster and smoother frame rates in some of the PS4 console’s greatest games. Included Sony PlayStation 5 Disc Slim Console 2X Dualsense Controllers HDMI cable AC power cord USB cable",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5525607720,4500,shopify,10,deny,manual,649.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/1299fcf0-5ce6-4215-a7a1-9a59d167ffb2.25131a41cec4b582949fa6b45a1699c7.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Slim Disc PS5 Video Game Console with Extra Starlight Blue Controller,FALSE,Sony PlayStation 5 Slim Disc PS5 Video Game Console with Extra Starlight Blue Controller,"Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. Ray Tracing Immerse yourself in worlds with a new level of realism as rays of light are i"
ps5playstation5digitalslimconsole-30th-anniversary-limited-edition,PS_5_PlayStation_5_Digital_Slim_Console 30th Anniversary (Limited Edition!),"PS_5_PlayStation_5_Digital_Slim_Console 30th Anniversary (Limited Edition!)Celebrate the 30th Anniversary of the original PlayStation_console with the PS5_Digital Edition – 30th Anniversary Limited Edition Bundle. This bundle comes packed with a special version of the PS5_Digital Edition console, and awesome accessories, that feature throwback design elements and a legacy color scheme that pays homage to the legendary original PlayStation_console, which launched on December 3rd 1994.PS5_Digital Edition is an all-digital version of the PS5_console with no disc drive. Sign into your account for PlayStation_Network and go to PlayStation_Store to buy and download games.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14145063538,4500,shopify,10,deny,manual,824.7,,TRUE,TRUE,https://i5.walmartimages.com/asr/9c49f5a9-7f1b-41c7-bdfb-dba7a9714521.e025b88d10ef67025d75f71b7626553a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PS_5_PlayStation_5_Digital_Slim_Console 30th Anniversary (Limited Edition!),FALSE,PS_5_PlayStation_5_Digital_Slim_Console 30th Anniversary (Limited Edition!),"PS_5_PlayStation_5_Digital_Slim_Console 30th Anniversary (Limited Edition!)Celebrate the 30th Anniversary of the original PlayStation_console with the PS5_Digital Edition – 30th Anniversary Limited Edition Bundle. This bundle comes packed with a special version of the PS5_Digital Edition console, and awesome accessorie"
playstation-5-slim-console-playstation-5-dualsense-wireless-controller-starlight-blue---includes-ps5-console-dualsense-controller---16gb-ram-1tb-ssd---custom-integrated-io---up-to-120fps-120hz,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Starlight Blue - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Starlight Blue - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5659402409,4500,shopify,10,deny,manual,609.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/43ba77d4-6f5a-4e2e-99d9-a079bc6e33cd.14ea341fc949aece9224f7e43c064d88.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Starlight Blue - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,FALSE,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Starlight Blue - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Starlight Blue - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
sony-ps5-disc-edition-slim-console-next-gen-4k-gaming-blu-ray-1tb-ssd-storage-compact-design-playstation5-slim,"Sony PS_5 Disc Edition Slim Console – Next-Gen 4K Gaming & Blu-ray, 1TB SSD Storage, Compact Design, PlayStation_5 Slim","The Sony PlayStation_5 Disc Edition Slim Console brings the future of gaming to your fingertips with its cutting-edge technology and sleek, compact design. Designed for gamers who demand the best, this console delivers stunning 4K Ultra HD graphics, lightning-fast load times, and immersive gameplay, all powered by a custom AMD Ryzen Zen 2 processor and 1TB SSD storage. With its built-in Ultra HD Blu-ray drive, you can enjoy both physical game discs and 4K Blu-ray movies, offering the ultimate flexibility for entertainment. The lightweight and slim design makes it a perfect fit for any setup, while advanced features like ray tracing, haptic feedback, and 3D audio create a truly lifelike gaming experience. The PS_5 Disc Edition Slim is backward compatible, allowing you to play thousands of PS4 games and enjoy enhanced performance on supported titles. Whether you're a competitive gamer, a casual player, or a movie enthusiast, this console is your gateway to next-gen entertainment.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15565808527,4500,shopify,10,deny,manual,559.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/90ae2c7a-97f9-4b91-afd9-408b0b2fdb43.e798a64ac6aad2fc1c81c0e6f8e112d5.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PS_5 Disc Edition Slim Console – Next-Gen 4K Gaming & Blu-ray, 1TB SSD Storage, Compact Design, PlayStation_5 Slim",FALSE,"Sony PS_5 Disc Edition Slim Console – Next-Gen 4K Gaming & Blu-ray, 1TB SSD Storage, Compact Design, PlayStation_5 Slim","The Sony PlayStation_5 Disc Edition Slim Console brings the future of gaming to your fingertips with its cutting-edge technology and sleek, compact design. Designed for gamers who demand the best, this console delivers stunning 4K Ultra HD graphics, lightning-fast load times, and immersive gameplay, all powered by a cu"
playstation-5-slim-console-fortnite-cobalt-star-bundle-call-of-duty-black-ops-6-playstation-5,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Call of Duty Black Ops 6 Playstation 5,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Call of Duty Black Ops 6 Playstation 5 - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14557555118,4500,shopify,10,deny,manual,580.0,699.99,TRUE,TRUE,https://i5.walmartimages.com/asr/44cfed03-e304-4423-a022-eb694845326f.5f1348686fd1304187ae2449052f5b4c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Call of Duty Black Ops 6 Playstation 5,FALSE,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Call of Duty Black Ops 6 Playstation 5,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Call of Duty Black Ops 6 Playstation 5 - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output
sony-playstation-5-slim-disc-ps5-with-call-of-duty-black-ops-6-extra-chroma-pearl-controller-and-mightyskins-voucher-bundle,"Sony PlayStation 5 Slim Disc PS5 with Call of Duty Black Ops 6, Extra Chroma Pearl Controller and MightySkins Voucher Bundle","Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. HDR Technology With an HDR TV, supported PS5 games display an unbelievably vibrant and lifelike range of colors. Tempest 3D AudioTech Immerse yourself in soundscapes where it feels as if the sound comes from every direction. Your surroundings truly come alive with Tempest 3D AudioTech in supported games. Backwards Compatibility & Game Boost The PS5 console can play over 4,000 PS4 games. With the Game Boost feature, you can even enjoy faster and smoother frame rates in some of the PS4 console’s greatest games. Call of Duty: Black Ops 6 Call of Duty: Black Ops 6 is a spy action thriller set in the early 90s, a period of transition and upheaval in global politics, characterized by the end of the Cold War and the rise of the United States as a single superpower. MightySkins Decal Code Decal skin code to customize your console and one controller. Choose from many different designs to give your set up a custom look while keeping it protected. Included Sony PlayStation 5 Disc Slim Console 2x Dualsense Controllers Call of Duty: Black Ops 6 Physical Game MightySkins Console + Controller Decal Code HDMI cable AC power cord USB cable",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,13919101448,4500,shopify,10,deny,manual,699.99,789.99,TRUE,TRUE,https://i5.walmartimages.com/asr/e8aa5dcf-252a-4ee4-a28d-dbad415c4328.a89c3d4565ed42baff099eff02dac62c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation 5 Slim Disc PS5 with Call of Duty Black Ops 6, Extra Chroma Pearl Controller and MightySkins Voucher Bundle",FALSE,"Sony PlayStation 5 Slim Disc PS5 with Call of Duty Black Ops 6, Extra Chroma Pearl Controller and MightySkins Voucher Bundle","Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatib"
playstation-5-slim-digital-1tb-ssd-fortnite-cobalt-star-console-with-two-dualsense-controllers-and-dual-controller-charger---ps5-slim-digital-console,PlayStation 5 Slim Digital 1TB SSD Fortnite Cobalt Star Console with Two DualSense Controllers and Dual Controller Charger - PS5 Slim Digital Console,"PlayStation 5 Bundle with Two DualSense Controllers and Mytrix Dual Controller Charger With the PlayStation 5 console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. Get to play PS5 games with the most impressive visuals ever possible on a PlayStation console. The bundle includes two Sony DualSense controllers. Also comes with Mytrix controller charger for charging your two controllers simultaneously. What's in the Box PlayStation 5 Slim Digital 1TB SSD* Console x 1 Fortnite Cobalt Star Bundle Voucher x 1 Horizontal Stand Feet x 2 PlayStation DualSense Controller White x 2 DualSense USB Charging Cable x 1 HDMI Cable x 1 AC Power Cord x 1 Mytrix Controller Charger x 1 *A portion of the SSD is reserved for system software and other functions so the available SSD capacity may vary.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,13993720493,4500,shopify,10,deny,manual,639.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/3c541329-731b-47f7-98a3-8f59bfe164f0.c8ce19316adb9a0e5d411505594a7169.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Digital 1TB SSD Fortnite Cobalt Star Console with Two DualSense Controllers and Dual Controller Charger - PS5 Slim Digital Console,FALSE,PlayStation 5 Slim Digital 1TB SSD Fortnite Cobalt Star Console with Two DualSense Controllers and Dual Controller Charger - PS5 Slim Digital Console,"PlayStation 5 Bundle with Two DualSense Controllers and Mytrix Dual Controller Charger With the PlayStation 5 console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. Get to play PS5 ga"
sony-playstation-5-slim-disc-bundle-with-extra-white-controller-plantronics-headset-gamer-kit-dual-charge-dock-and-mightyskins-decal-voucher-plus-2-year-cps-extended-warranty,"Sony Playstation 5 Slim Disc Bundle with Extra White Controller, Plantronics Headset, Gamer Kit, Dual Charge Dock and MightySkins Decal Voucher Plus 2 Year CPS Extended Warranty","1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. 4K TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. Haptic Feedback Experience haptic feedback via the DualSense wireless controller in select PS5 titles and feel the effects and impact of your in-game actions through dynamic sensory feedback. Backwards Compatibility & Game Boost The PS5 console can play over 4,000 PS4 games. With the Game Boost feature, you can even enjoy faster and smoother frame rates in some of the PS4 console’s greatest games. Pro Gamer Starter Kit Everything to improve your controller. Includes EVA Case, 8x Thumb Grips, Controller Skin and USB Charging cable. Dual Controller Charge Dock Dual charging dock provides a home for your controllers and can charge up to 2 PlayStation DualSense controllers simultaneously at blazing fast speeds. INCLUDED Sony PlayStation 5 Slim Digital Console, 2x Dualsense Controllers, Plantronic Headset, Pro Gamer Starter Pack 11-Piece Accessory Kit, Dual Controller Charge Dock, MightySkins Console + Controller Decal Code, HDMI cable, AC power cord, USB cable, and 2 Year Extended CPS Warranty",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15939764351,4500,shopify,10,deny,manual,699.99,844.99,TRUE,TRUE,https://i5.walmartimages.com/asr/a77a37c3-15cf-4493-8468-5805c7bb250b.314dab7d271f33d4154138e5e6c95fa8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony Playstation 5 Slim Disc Bundle with Extra White Controller, Plantronics Headset, Gamer Kit, Dual Charge Dock and MightySkins Decal Voucher Plus 2 Year CPS Extended Warranty",FALSE,"Sony Playstation 5 Slim Disc Bundle with Extra White Controller, Plantronics Headset, Gamer Kit, Dual Charge Dock and MightySkins Decal Voucher Plus 2 Year CPS Extended Warranty","1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. 4K TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. Haptic Feedback Experience haptic feedback via the Dual"
sony-playstation-5-slim-disc-bundle-with-spider-man-2-epos-headset-fps-grip-kit-and-mightyskins-code,"Sony PlayStation 5 Slim Disc Bundle with Spider-Man 2, EPOS Headset, FPS Grip Kit and MightySkins Code","Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. Backwards Compatibility & Game Boost The PS5 console can play over 4,000 PS4 games. With the Game Boost feature, you can even enjoy faster and smoother frame rates in some of the PS4 console’s greatest games. EPOS H3 Gaming Headset Noise cancelling closed acoustic headset delivers high quality game audio to enhance your game enjoyment. Providing the audio cues needed for quick in-game reactions and clear chat even during the most intense game action. Marvel's Spider-Man 2 Spider-Men, Peter Parker and Miles Morales, return for an exciting new adventure in the critically acclaimed Marvel’s Spider-Man franchise. Travel across New York, quickly switching between Peter Parker and Miles Morales to experience different stories and epic new powers FPS Grip Kit with Precision Aiming Rings: Level up your controller skills with the FPS Grip Kit. Anti-slip grips on the controller and thumbsticks provide greater control and comfort for long sessions. MightySkins Decal Code Decal skin code to customize your console and one controller. Choose from many different designs to give your set up a custom look while keeping it protected. INCLUDED Sony PlayStation 5 Disc Slim Console Dualsense Controller EPOS H3 Gaming Headset Marvel's Spider-Man 2 Game MightySkins Console + Controller Decal Code FPS Grip Kit HDMI cable",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18515955530,4500,shopify,10,deny,manual,629.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/97a45ec7-2cd7-465a-92b0-4503f5708f0d.2fb2da87f73a08412a30edd7162e6049.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation 5 Slim Disc Bundle with Spider-Man 2, EPOS Headset, FPS Grip Kit and MightySkins Code",FALSE,"Sony PlayStation 5 Slim Disc Bundle with Spider-Man 2, EPOS Headset, FPS Grip Kit and MightySkins Code","Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. Backwards Compatibility & Game Boost The PS5 console can play ov"
