Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description
playstation-5-digital-console-slim,PlayStation 5 Digital Console Slim,"Play Has No Limits PlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. Lightning Speed Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation® console can do. Stunning Games Marvel at incredible graphics and experience new PS5 features.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15404702993,4500,shopify,10,deny,manual,545.0,,TRUE,TRUE,https://i5.walmartimages.com/asr/49388b91-f664-4002-a1b8-2986818a2d93.2c79391b969c4f907b579ab31d739aa9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Console Slim,FALSE,PlayStation 5 Digital Console Slim,"Play Has No Limits PlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. "
ps5playstation5digitalslimconsole---30th-anniversary-limited-edition,PS_5_PlayStation_5_Digital_Slim_Console - 30th Anniversary Limited Edition!,"30th Anniversary PS_5_PlayStation_5_Digital Slim_Console - LIMITED EDITION! Celebrate the 30th Anniversary of the original PlayStation_console with the DualSense Wireless Controller – 30th Anniversary Limited Edition. This special controller features throwback design elements and a legacy color scheme that pays homage to the legendary original PlayStation_console, which launched on December 3rd 1994. Discover a deeper, highly immersive gaming experience.1 1 Compared to DUALSHOCK 4 wireless controller. 2 Available when feature is supported by game. 3 Internet and account for PlayStation_Network required. 4 Cable not included. To connect or charge the controller use the USB cable supplied with the PS5_console. Haptic feedback and adaptive triggers may require USB connection and are available when supported by game. PS_Remote Play requires Remote Play App, PS4 or PS5_console connected to a broadband network with at least 5Mpbs, the latest system software and compatible game. A PS4 or PS5_console with a wired connection via a LAN cable is recommended. In PS4_games streamed via Remote Play, haptic feedback is replaced with basic rumble and adaptive triggers are not supported.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14351174447,4500,shopify,10,deny,manual,819.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/338ffa8b-83be-4619-8f16-6ddc3d7c222c.cae34bdb8a567ed6a58dba741099ad18.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PS_5_PlayStation_5_Digital_Slim_Console - 30th Anniversary Limited Edition!,FALSE,PS_5_PlayStation_5_Digital_Slim_Console - 30th Anniversary Limited Edition!,30th Anniversary PS_5_PlayStation_5_Digital Slim_Console - LIMITED EDITION! Celebrate the 30th Anniversary of the original PlayStation_console with the DualSense Wireless Controller – 30th Anniversary Limited Edition. This special controller features throwback design elements and a legacy color scheme that pays homage 
playstation-5-pro-console-disc-drive-for-ps5-digital-edition-consoles---includes-ps5-pro-console-dualsense-controller---16-gb-ram---2-tb-ssd---custom-integrated-io---up-to-120fps-120hz-output,PlayStation 5 Pro Console + Disc Drive For PS5 Digital Edition Consoles - Includes PS5 Pro Console & DualSense Controller - 16 GB RAM - 2 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,"With the PlayStation 5 Pro console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. That means you get to play PS5 games with the most impressive visuals ever possible on a PlayStation console, and with 2TB of SSD storage included, your favorite games will be ready and waiting for you to jump right in for your next awesome adventure. PS5 Pro is an all-digital console with no disc drive. Sign into your account for PlayStation Network and go to PlayStation Store to buy and download games. You can also add a Disc Drive to your PS5 Pro console if you would like to play PS5 or PS4 games on Blu-ray Disc, or if you want to watch movies and shows on 4K Ultra HD Blu-ray Discs, Blu-ray Discs, and DVDs.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15249900540,4500,shopify,10,deny,manual,979.95,,TRUE,TRUE,https://i5.walmartimages.com/asr/bf23dff6-8c86-4548-9299-0f5332d72741.bdd09e622e34df9fdc0777bc7e6679e1.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Pro Console + Disc Drive For PS5 Digital Edition Consoles - Includes PS5 Pro Console & DualSense Controller - 16 GB RAM - 2 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,FALSE,PlayStation 5 Pro Console + Disc Drive For PS5 Digital Edition Consoles - Includes PS5 Pro Console & DualSense Controller - 16 GB RAM - 2 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,"With the PlayStation 5 Pro console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. That means you get to play PS5 games with the most impressive visuals ever possible on a PlayStation "
playstation-5-slim-console-playstation-5-dualsense-wireless-controller-sterling-silver---includes-ps5-console-dualsense-controller---16gb-ram-1tb-ssd---custom-integrated-io,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Sterling Silver - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O,short description is not available,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5479572266,4500,shopify,10,deny,manual,599.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/45c1ea3c-0599-4c0e-8230-b7c49ed648c4.19c3b909bb27b9a1e2a5272137ac42ec.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Sterling Silver - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O,FALSE,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Sterling Silver - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O,short description is not available
playstation-5-pro-console-playstation-5-dualsense-wireless-controller-cosmic-red---includes-ps5-pro-console-2-dualsense-controllers-bundle,PlayStation 5 Pro Console + PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Pro Console & 2 DualSense Controllers Bundle,"With the PlayStation 5 Pro console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. That means you get to play PS5 games with the most impressive visuals ever possible on a PlayStation console, and with 2TB of SSD storage included, your favorite games will be ready and waiting for you to jump right in for your next awesome adventure. PS5 Pro is an all-digital console with no disc drive. Sign into your account for PlayStation Network and go to PlayStation Store to buy and download games. You can also add a Disc Drive to your PS5 Pro console if you would like to play PS5 or PS4 games on Blu-ray Disc, or if you want to watch movies and shows on 4K Ultra HD Blu-ray Discs, Blu-ray Discs, and DVDs. The compatible Disc Drive is sold separately.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,16934610134,4500,shopify,10,deny,manual,704.98,,TRUE,TRUE,https://i5.walmartimages.com/asr/2e8953d5-f2cb-4c4a-9641-f577303fb11e.4fcbd3e4b45bd8e993159beb7581cd9d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Pro Console + PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Pro Console & 2 DualSense Controllers Bundle,FALSE,PlayStation 5 Pro Console + PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Pro Console & 2 DualSense Controllers Bundle,"With the PlayStation 5 Pro console, the world’s greatest game creators can enhance their games with incredible features like advanced ray tracing, super sharp image clarity for your 4K TV, and high frame rate gameplay. That means you get to play PS5 games with the most impressive visuals ever possible on a PlayStation "
playstation-5-slim-console-playstation-5-dualsense-wireless-controller-galactic-purple---includes-ps5-console-dualsense-controller,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Galactic Purple - Includes PS5 Console & DualSense Controller,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Galactic Purple - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18191969391,4500,shopify,10,deny,manual,499.98,624.98,TRUE,TRUE,https://i5.walmartimages.com/asr/bf44af15-f251-4846-8525-c392f4c8b1a3.56a13014221ead792fe3e7ab5b9fd5ec.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Galactic Purple - Includes PS5 Console & DualSense Controller,FALSE,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Galactic Purple - Includes PS5 Console & DualSense Controller,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Galactic Purple - Includes PS5 Console & DualSense Controller - 16 GB RAM - 1 TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output
new-tec-playstationps5-digital-console-slim-edition,New TEC PlayStation_PS_5 Digital Console Slim Edition,"Experience the power of next-gen gaming in a slimmer, sleeker design. The_PS_5 Slim redefines immersive gameplay with lightning-fast load times, stunning 4K visuals, and advanced haptic feedback. Compact & Stylish: A streamlined design fits seamlessly into any gaming setup. Blazing Performance: Powered by the ultra-fast SSD and custom AMD GPU for unmatched graphics and speed. DualSense™ Magic: Feel the action with enhanced haptic feedback and adaptive triggers. Expansive Library: Dive into exclusive titles, backwards compatibility, and endless entertainment. Get ready to elevate your gaming experience—smaller size, same breathtaking power.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14337411385,4500,shopify,10,deny,manual,499.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/2e1f9078-e574-4746-b492-2b9e3799f10c.bc18b97aab8d39d44144fe2d585f5395.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,New TEC PlayStation_PS_5 Digital Console Slim Edition,FALSE,New TEC PlayStation_PS_5 Digital Console Slim Edition,"Experience the power of next-gen gaming in a slimmer, sleeker design. The_PS_5 Slim redefines immersive gameplay with lightning-fast load times, stunning 4K visuals, and advanced haptic feedback. Compact & Stylish: A streamlined design fits seamlessly into any gaming setup. Blazing Performance: Powered by the ultra-fas"
sony-playstation-5-video-game-console,Sony PlayStation 5 Video Game Console,"Play Has No Limits™PlayStation®5 The PS5™ console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. Lightning Speed Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation® console can do. Stunning Games Marvel at incredible graphics and experience new PS5™",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,1909602628,4500,shopify,10,deny,manual,595.0,559.99,TRUE,TRUE,https://i5.walmartimages.com/asr/b29e7500-cac2-4d1f-b4aa-5e0ebb3de124.c0b04249d968e2c1e5d25799b96ee0e3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Video Game Console,FALSE,Sony PlayStation 5 Video Game Console,"Play Has No Limits™PlayStation®5 The PS5™ console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games"
playstation-5-digital-slim-console-playstation-5-dualsense-wireless-controller---includes-ps5-console-dualsense-controller---16gb-ram-1tb-ssd---custom-integrated-io---up-to-120fps-120hz,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5353949290,4500,shopify,10,deny,manual,569.0,574.98,TRUE,TRUE,https://i5.walmartimages.com/asr/f0ba391e-4670-452b-bcb4-05d6bd52f1f6.c47e4aa2d8971b7b1305e6707864a733.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,FALSE,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
playstation-ps5-digital-edition-gaming-console-wireless-controller---16gb-gddr6-ram-825gb-ssd-120hz-8k-output-white,"PlayStation _PS5 Digital Edition Gaming Console + Wireless Controller - 16GB GDDR6 RAM, 825GB SSD, 120Hz 8K Output, White","CPU x86-64 AMD Ryzen Zen Architecture 8 Cores / 16 Threads Base Frequency: 3.5GHz (variable) GPU AMD Radeon RDNA 2-based Graphics Engine Ray Tracing Acceleration Up to 2.23 GHz (10.3 TFLOPS) Memory 16GB GDDR6 256-bit Interface Memory Bandwidth: 448GB/s Storage Internal: Custom 825GB SSD I/O Throughput: 5.5GB/s (Raw), Typical 8–9GB/s (Compressed) Expandable: NVMe SSD Slot External: USB HDD Support Audio Tempest 3D AudioTech Video Output HDMI Output (HDMI 2.1) Supports 4K 120Hz Displays and Variable Refresh Rate (VRR) Networking Ethernet: 10BASE-T / 100BASE-TX / 1000BASE-T Wi-Fi: IEEE 802.11 a/b/g/n/ac/ax Bluetooth: 5.1 Input / Output Ports USB Type-A (Hi-Speed USB) USB Type-A ×2 (SuperSpeed USB 10Gbps) USB Type-C (SuperSpeed USB 10Gbps) Dimensions & Weight Dimensions: 390 × 92 × 260 mm (W × H × D) Weight: 3.9 kg Power Power Consumption: 340W",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18338217099,4500,shopify,10,deny,manual,589.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/a0f8611e-2b13-4127-94d7-8dd9f2907ef2.d7c4a79cbef2817983af327849285a0b.png?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"PlayStation _PS5 Digital Edition Gaming Console + Wireless Controller - 16GB GDDR6 RAM, 825GB SSD, 120Hz 8K Output, White",FALSE,"PlayStation _PS5 Digital Edition Gaming Console + Wireless Controller - 16GB GDDR6 RAM, 825GB SSD, 120Hz 8K Output, White","CPU x86-64 AMD Ryzen Zen Architecture 8 Cores / 16 Threads Base Frequency: 3.5GHz (variable) GPU AMD Radeon RDNA 2-based Graphics Engine Ray Tracing Acceleration Up to 2.23 GHz (10.3 TFLOPS) Memory 16GB GDDR6 256-bit Interface Memory Bandwidth: 448GB/s Storage Internal: Custom 825GB SSD I/O Throughput: 5.5GB/s (Raw), T"
playstation-5-digital-slim-console-playstation-5-dualsense-wireless-controller-cosmic-red,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Cosmic Red,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,17500152965,4500,shopify,10,deny,manual,504.98,574.98,TRUE,TRUE,https://i5.walmartimages.com/asr/7bb03704-8fa1-4da5-a2c1-a7ee6597a5dd.a8cd2bda720654fd6744e72e6e4277c8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Cosmic Red,FALSE,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Cosmic Red,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
playstation-5-slim-console-playstation-5-dualsense-wireless-controller-midnight-black,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,6043215515,4500,shopify,10,deny,manual,499.99,569.98,TRUE,TRUE,https://i5.walmartimages.com/asr/b6cfb810-e59b-4cb3-b23c-018b72070449.1c6b4cb027f50517c3674fdb27cbfb3c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black,FALSE,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black,PlayStation 5 Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & DualSense Controller - 16GB RAM 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output - Features new Create Button
sony-playstation-5-disc-version-ps5-gaming-console-825gb-pcie-gen-4-nvne-ssd-with-wireless-controller-mytrix-customized-full-body-skins---phantom-black---ps5-disc-version-jp-region-free,Sony PlayStation 5 Disc Version PS5 Gaming Console 825GB PCIe Gen 4 NVNe SSD with Wireless Controller Mytrix Customized Full Body Skins - Phantom Black - PS5 Disc Version JP Region Free,"Your play has no limits on the latest next-generation PlayStation gaming console. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible games. Items Include: PlayStation 5 Disc Console with 825GB PCIe Gen 4 NVNe SSD Storage x 1 DS Wireless Gaming Controller x 1 Mytrix Customized Full Budy Skin Stickers Set x 1 HDMI cable x 1 AC power cord x 1 USB cable x 1 User Manual x 1 * JP Version Hardware Region Free Console. * PS operating system is stored on the internal storage drive, a portion of the storage capacity is reserved for the OS and system files.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5224904652,4500,shopify,10,deny,manual,619.99,624.99,TRUE,TRUE,https://i5.walmartimages.com/asr/ea1f3343-dde8-4f9b-b5b8-43c3ca1f2286.8b0ae7f9a5cc01c5aac6d825f4250cec.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Disc Version PS5 Gaming Console 825GB PCIe Gen 4 NVNe SSD with Wireless Controller Mytrix Customized Full Body Skins - Phantom Black - PS5 Disc Version JP Region Free,FALSE,Sony PlayStation 5 Disc Version PS5 Gaming Console 825GB PCIe Gen 4 NVNe SSD with Wireless Controller Mytrix Customized Full Body Skins - Phantom Black - PS5 Disc Version JP Region Free,"Your play has no limits on the latest next-generation PlayStation gaming console. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible games. Items Include: PlayStation 5 Disc Console wi"
sony-playstation-5-console-ghost-of-yotei-gold-limited-edition-bundle-ghost-of-tsushima-directors-cut-for-ps5,Sony PlayStation 5 Console Ghost of Yotei Gold Limited Edition Bundle + Ghost of Tsushima Director's Cut for PS5,"PlayStation 5 Console Ghost of Yotei Gold Limited Edition Bundle + Ghost of Tsushima Director's Cut for PS5 Includes Limited Edition PS5 Console, Limited Edition DualSense wireless controller, full game voucher for Ghost of Yotei and physical copy of Ghost of Tsushima Director's Cut for PS5",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18161766416,4500,shopify,10,deny,manual,529.98,669.98,TRUE,TRUE,https://i5.walmartimages.com/asr/fbd6e620-940d-4589-b730-3d7d504bb799.450b6bd840ccac3601af4e16a22cd7eb.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Console Ghost of Yotei Gold Limited Edition Bundle + Ghost of Tsushima Director's Cut for PS5,FALSE,Sony PlayStation 5 Console Ghost of Yotei Gold Limited Edition Bundle + Ghost of Tsushima Director's Cut for PS5,"PlayStation 5 Console Ghost of Yotei Gold Limited Edition Bundle + Ghost of Tsushima Director's Cut for PS5 Includes Limited Edition PS5 Console, Limited Edition DualSense wireless controller, full game voucher for Ghost of Yotei and physical copy of Ghost of Tsushima Director's Cut for PS5"
tec-sony-playstationps5-video-game-console-digital-edition--playstation---5,TEC Sony PlayStation_PS5 Video Game Console (Digital Edition)- PlayStation - 5,"TEC Sony PlayStation_PS5 Video Game Console (Digital Edition)- PlayStation - 5. This console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. Lightning Speed Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation® console can do. Stunning Games: Marvel at incredible graphics and experience new features. Breathtaking Immersion Discover a deeper gaming experience with support for haptic feedback, adaptive triggers, and 3D Audio technology.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,590348600,4500,shopify,10,deny,manual,549.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/f9eabf08-5e2d-4d35-b12a-c5872146ab50.816538d51d50ccce3bcb749ea48f442a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,TEC Sony PlayStation_PS5 Video Game Console (Digital Edition)- PlayStation - 5,FALSE,TEC Sony PlayStation_PS5 Video Game Console (Digital Edition)- PlayStation - 5,"TEC Sony PlayStation_PS5 Video Game Console (Digital Edition)- PlayStation - 5. This console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new "
playstation-5-ps5-console---disc-version,PlayStation 5 PS5 Console - Disc Version,PlayStation 5 PS5 Console - Disc Version,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,610262568,4500,shopify,10,deny,manual,609.99,649.99,TRUE,TRUE,https://i5.walmartimages.com/asr/594285d5-4251-485f-b7d5-25e042253e75.89174ac515a7f3cd24f493f899b404eb.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 PS5 Console - Disc Version,FALSE,PlayStation 5 PS5 Console - Disc Version,PlayStation 5 PS5 Console - Disc Version
2025-new-tec-playstation5-slim-digital-edition-console-next-gen-gaming-1tb-ssd-storage-dualsense-wireless-controller-sleek-design-4k-ultra-hd-all-digital-experience,"2025 New TEC PlayStation_5 Slim Digital Edition Console | Next-Gen Gaming, 1TB SSD Storage, DualSense Wireless Controller | Sleek Design, 4K Ultra HD, All-Digital Experience","Step into the future of gaming with the 2025 TEC PlayStation_5 Slim Digital Edition Console. Designed for gamers who demand the best, this next-generation console combines cutting-edge technology, a sleek design, and unparalleled performance to deliver the ultimate gaming experience. Whether you're a casual gamer or a competitive pro, the 2025 TEC PlayStation_5 Slim Digital Edition is designed to meet all your gaming demands. With its powerful performance, sleek design, and all-digital convenience, this console is the ultimate choice for gamers who want the best. What’s in the Box: PlayStation_5 Slim Digital Edition Console (1TB SSD),DualSense Wireless Controller,HDMI Cable,AC Power Cord",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15519806555,4500,shopify,10,deny,manual,499.99,539.99,TRUE,TRUE,https://i5.walmartimages.com/asr/c9d1ab80-5c26-4ed5-ab15-08cb68a7398c.7fabdfd39e395936137f94492e6b4884.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"2025 New TEC PlayStation_5 Slim Digital Edition Console | Next-Gen Gaming, 1TB SSD Storage, DualSense Wireless Controller | Sleek Design, 4K Ultra HD, All-Digital Experience",FALSE,"2025 New TEC PlayStation_5 Slim Digital Edition Console | Next-Gen Gaming, 1TB SSD Storage, DualSense Wireless Controller | Sleek Design, 4K Ultra HD, All-Digital Experience","Step into the future of gaming with the 2025 TEC PlayStation_5 Slim Digital Edition Console. Designed for gamers who demand the best, this next-generation console combines cutting-edge technology, a sleek design, and unparalleled performance to deliver the ultimate gaming experience. Whether you're a casual gamer or a "
playstation-5-digital-slim-console-playstation-5-dualsense-wireless-controller-midnight-black---includes-ps5-console-2-dualsense-controllers---16gb-ram---1tb-ssd---custom-integrated-io---up-to,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & 2 DualSense Controllers - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to...,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & 2 DualSense Controllers - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18651962745,4500,shopify,10,deny,manual,1092.46,,TRUE,TRUE,https://i5.walmartimages.com/asr/c6924a1e-34f7-4bf9-b6c4-e87bc9a14eba.3bdc154fe49f1c3fe354c58ae3cbde69.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & 2 DualSense Controllers - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to...,FALSE,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & 2 DualSense Controllers - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to...,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Midnight Black - Includes PS5 Console & 2 DualSense Controllers - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output
